occurrenceID,eventID,sex,lifeStage,scientificName,kingdom,phylum,class,order,family,genus
PSZMP-OCC-081622NSEX01V1309-191077-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-081622NSEX01V1309,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-081622NSEX01V1309-191080-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-081622NSEX01V1309,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-081622NSEX01V1309-191079-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-081622NSEX01V1309-191041-EPILABIDOCERA_LONGIPEDATA-ADULT-M,PSZMP-SMP-081622NSEX01V1309,male,adult,Epilabidocera longipedata,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Epilabidocera
PSZMP-OCC-081622NSEX01V1309-191047-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-081622NSEX01V1309,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622NSEX01V1309-191048-METRIDIA_PACIFICA-ADULT-M,PSZMP-SMP-081622NSEX01V1309,male,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622NSEX01V1309-191051-METRIDIA_PACIFICA-COPEPODITES_C1-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites C1,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622NSEX01V1309-191049-METRIDIA_PACIFICA-COPEPODITES_C2-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites C2,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622NSEX01V1309-191046-METRIDIA_PACIFICA-COPEPODITES_C4-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites C4,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622NSEX01V1309-191052-METRIDIA_PACIFICA-COPEPODITES_C5-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites C5,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622NSEX01V1309-191075-MICROCALANUS-ADULT-F,PSZMP-SMP-081622NSEX01V1309,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-081622NSEX01V1309-191082-MICROCALANUS-ADULT-M,PSZMP-SMP-081622NSEX01V1309,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-081622NSEX01V1309-191078-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-081622NSEX01V1309-191025-NEOCALANUS_CRISTATUS-COPEPODITES_C5-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites C5,Neocalanus cristatus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Neocalanus
PSZMP-OCC-081622NSEX01V1309-191076-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-081622NSEX01V1309,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081622NSEX01V1309-191091-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-081622NSEX01V1309,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081622NSEX01V1309-191081-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081622NSEX01V1309-191073-PARACALANUS-ADULT-F,PSZMP-SMP-081622NSEX01V1309,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081622NSEX01V1309-191074-PARACALANUS-ADULT-M,PSZMP-SMP-081622NSEX01V1309,male,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081622NSEX01V1309-191072-PARACALANUS-COPEPODITES-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081622NSEX01V1309-191083-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-081622NSEX01V1309-191085-PSEUDOCALANUS_MIMUS-COPEPODITES_C5-I,PSZMP-SMP-081622NSEX01V1309,indeterminate,copepodites C5,Pseudocalanus mimus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-081622NSEX01V1309-191089-PSEUDOCALANUS_NEWMANI-ADULT-F,PSZMP-SMP-081622NSEX01V1309,female,adult,Pseudocalanus newmani,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-081622NSEX01V1309-191090-TRICONIA_BOREALIS-ADULT-F,PSZMP-SMP-081622NSEX01V1309,female,adult,Triconia borealis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia
PSZMP-OCC-081622SARAD1009-196720-CALANUS-COPEPODITES_C5-I,PSZMP-SMP-081622SARAD1009,indeterminate,copepodites C5 plus adults,Calanus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-081622SARAV1039-200505-ACARTIA_HUDSONICA-ADULT-F,PSZMP-SMP-081622SARAV1039,female,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-081622SARAV1039-200499-ACARTIA_HUDSONICA-ADULT-M,PSZMP-SMP-081622SARAV1039,male,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-081622SARAV1039-200504-AETIDEUS-ADULT-M,PSZMP-SMP-081622SARAV1039,male,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-081622SARAV1039-200503-AETIDEUS-COPEPODITES-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-081622SARAV1039-200539-CALANUS_PACIFICUS-ADULT-M,PSZMP-SMP-081622SARAV1039,male,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-081622SARAV1039-200517-CALANUS_PACIFICUS-COPEPODITES_C3-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites C3,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-081622SARAV1039-200540-CALANUS_PACIFICUS-COPEPODITES_C4-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites C4,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-081622SARAV1039-200538-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-081622SARAV1039-200512-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-081622SARAV1039,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-081622SARAV1039-200509-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-081622SARAV1039,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-081622SARAV1039-200524-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-081622SARAV1039,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622SARAV1039-200502-METRIDIA_PACIFICA-COPEPODITES_C4-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites C4,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622SARAV1039-200541-METRIDIA_PACIFICA-COPEPODITES_C5-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites C5,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-081622SARAV1039-200500-MICROCALANUS-ADULT-F,PSZMP-SMP-081622SARAV1039,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-081622SARAV1039-200523-MICROCALANUS-ADULT-M,PSZMP-SMP-081622SARAV1039,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-081622SARAV1039-200497-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-081622SARAV1039-200508-OITHONA_ATLANTICA-ADULT-F,PSZMP-SMP-081622SARAV1039,female,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081622SARAV1039-200507-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-081622SARAV1039,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081622SARAV1039-200510-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-081622SARAV1039,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081622SARAV1039-200501-PARACALANUS-ADULT-F,PSZMP-SMP-081622SARAV1039,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081622SARAV1039-200506-PARACALANUS-ADULT-M,PSZMP-SMP-081622SARAV1039,male,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081622SARAV1039-200498-PARACALANUS-COPEPODITES-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081622SARAV1039-200522-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-081622SARAV1039,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-081622SARAV1039-200511-TRICONIA_MINUTA-ADULT-F,PSZMP-SMP-081622SARAV1039,female,adult,Triconia minuta,Animalia,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Triconia
PSZMP-OCC-081722HOPED1541-201505-CALANUS-COPEPODITES_C5-I,PSZMP-SMP-081722HOPED1541,indeterminate,copepodites C5 plus adults,Calanus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-081722HOPED1541-201499-EPILABIDOCERA_LONGIPEDATA-COPEPODITES_C5-I,PSZMP-SMP-081722HOPED1541,indeterminate,copepodites C5,Epilabidocera longipedata,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Epilabidocera
PSZMP-OCC-081722HOPEV1611-199431-ACARTIA_HUDSONICA-ADULT-F,PSZMP-SMP-081722HOPEV1611,female,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-081722HOPEV1611-199414-ACARTIA_HUDSONICA-ADULT-M,PSZMP-SMP-081722HOPEV1611,male,adult,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-081722HOPEV1611-199417-ACARTIA_HUDSONICA-COPEPODITES-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites,Acartia hudsonica,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-081722HOPEV1611-199430-ACARTIA_LONGIREMIS-ADULT-F,PSZMP-SMP-081722HOPEV1611,female,adult,Acartia longiremis,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
PSZMP-OCC-081722HOPEV1611-199428-AETIDEUS-COPEPODITES-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-081722HOPEV1611-199438-CALANUS_PACIFICUS-COPEPODITES_C2-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites C2,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-081722HOPEV1611-199440-CALANUS_PACIFICUS-COPEPODITES_C4-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites C4,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-081722HOPEV1611-199421-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-081722HOPEV1611,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-081722HOPEV1611-199412-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-081722HOPEV1611,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-081722HOPEV1611-199415-DITRICHOCORYCAEUS_ANGLICUS-COPEPODITES-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-081722HOPEV1611-199418-EURYTEMORA-ADULT-M,PSZMP-SMP-081722HOPEV1611,male,adult,Eurytemora,Animalia,Arthropoda,Copepoda,Calanoida,Temoridae,Eurytemora
PSZMP-OCC-081722HOPEV1611-199407-MICROCALANUS-ADULT-M,PSZMP-SMP-081722HOPEV1611,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-081722HOPEV1611-199419-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-081722HOPEV1611-199409-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-081722HOPEV1611,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081722HOPEV1611-199423-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-081722HOPEV1611,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081722HOPEV1611-199416-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-081722HOPEV1611-199411-PARACALANUS-ADULT-F,PSZMP-SMP-081722HOPEV1611,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081722HOPEV1611-199413-PARACALANUS-ADULT-M,PSZMP-SMP-081722HOPEV1611,male,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081722HOPEV1611-199408-PARACALANUS-COPEPODITES-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-081722HOPEV1611-199424-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-081722HOPEV1611,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-081722HOPEV1611-199432-PSEUDOCALANUS-COPEPODITES-I,PSZMP-SMP-081722HOPEV1611,indeterminate,copepodites,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-081722HOPEV1611-199420-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-081722HOPEV1611,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-082222HCB003V1131-199258-AETIDEUS-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-082222HCB003V1131-199274-AETIDEUS-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-082222HCB003V1131-199246-AETIDEUS-COPEPODITES-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-082222HCB003V1131-199272-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB003V1131-199262-CALANUS_PACIFICUS-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB003V1131-199267-CALANUS_PACIFICUS-COPEPODITES_C1-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites C1,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB003V1131-199260-CALANUS_PACIFICUS-COPEPODITES_C2-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites C2,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB003V1131-199265-CALANUS_PACIFICUS-COPEPODITES_C3-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites C3,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB003V1131-199259-CALANUS_PACIFICUS-COPEPODITES_C4-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites C4,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB003V1131-199263-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB003V1131-199237-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-082222HCB003V1131-199239-DITRICHOCORYCAEUS_ANGLICUS-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
PSZMP-OCC-082222HCB003V1131-199244-METRIDIA_PACIFICA-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-082222HCB003V1131-199253-METRIDIA_PACIFICA-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-082222HCB003V1131-199250-METRIDIA_PACIFICA-COPEPODITES_C3-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites C3,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-082222HCB003V1131-199255-METRIDIA_PACIFICA-COPEPODITES_C4-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites C4,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-082222HCB003V1131-199248-METRIDIA_PACIFICA-COPEPODITES_C5-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites C5,Metridia pacifica,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
PSZMP-OCC-082222HCB003V1131-199233-MICROCALANUS-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-082222HCB003V1131-199269-MICROCALANUS-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-082222HCB003V1131-199230-MICROCALANUS-COPEPODITES-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites,Microcalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Microcalanus
PSZMP-OCC-082222HCB003V1131-199240-OITHONA_ATLANTICA-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-082222HCB003V1131-199271-OITHONA_ATLANTICA-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-082222HCB003V1131-199245-OITHONA_ATLANTICA-COPEPODITES-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites,Oithona atlantica,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-082222HCB003V1131-199238-OITHONA_SIMILIS-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-082222HCB003V1131-199257-OITHONA_SIMILIS-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-082222HCB003V1131-199236-OITHONA_SIMILIS-COPEPODITES-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites,Oithona similis,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
PSZMP-OCC-082222HCB003V1131-199232-PARACALANUS-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-082222HCB003V1131-199242-PARACALANUS-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-082222HCB003V1131-199231-PARACALANUS-COPEPODITES-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites,Paracalanus,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
PSZMP-OCC-082222HCB003V1131-199247-PSEUDOCALANUS-ADULT-M,PSZMP-SMP-082222HCB003V1131,male,adult,Pseudocalanus,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-082222HCB003V1131-199252-PSEUDOCALANUS_MOULTONI-ADULT-F,PSZMP-SMP-082222HCB003V1131,female,adult,Pseudocalanus moultoni,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Pseudocalanus
PSZMP-OCC-082222HCB003V1131-199249-THARYBIS_FULTONI-COPEPODITES-I,PSZMP-SMP-082222HCB003V1131,indeterminate,copepodites,Tharybis fultoni,Animalia,Arthropoda,Copepoda,Calanoida,Tharybidae,Tharybis
PSZMP-OCC-082222HCB004V1254-200562-AETIDEUS-COPEPODITES-I,PSZMP-SMP-082222HCB004V1254,indeterminate,copepodites,Aetideus,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus
PSZMP-OCC-082222HCB004V1254-200573-CALANUS_MARSHALLAE-COPEPODITES_C2-I,PSZMP-SMP-082222HCB004V1254,indeterminate,copepodites C2,Calanus marshallae,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB004V1254-200578-CALANUS_PACIFICUS-ADULT-F,PSZMP-SMP-082222HCB004V1254,female,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB004V1254-200577-CALANUS_PACIFICUS-ADULT-M,PSZMP-SMP-082222HCB004V1254,male,adult,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB004V1254-200571-CALANUS_PACIFICUS-COPEPODITES_C1-I,PSZMP-SMP-082222HCB004V1254,indeterminate,copepodites C1,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB004V1254-200572-CALANUS_PACIFICUS-COPEPODITES_C2-I,PSZMP-SMP-082222HCB004V1254,indeterminate,copepodites C2,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB004V1254-200574-CALANUS_PACIFICUS-COPEPODITES_C3-I,PSZMP-SMP-082222HCB004V1254,indeterminate,copepodites C3,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB004V1254-200575-CALANUS_PACIFICUS-COPEPODITES_C4-I,PSZMP-SMP-082222HCB004V1254,indeterminate,copepodites C4,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB004V1254-200576-CALANUS_PACIFICUS-COPEPODITES_C5-I,PSZMP-SMP-082222HCB004V1254,indeterminate,copepodites C5,Calanus pacificus,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus
PSZMP-OCC-082222HCB004V1254-200565-DITRICHOCORYCAEUS_ANGLICUS-ADULT-F,PSZMP-SMP-082222HCB004V1254,female,adult,Ditrichocorycaeus anglicus,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus
